original_index,vdc1,vdc2,idc1,idc2,irr,pvt,f_nv
1231276,275.002,272.522,4.7156,4.5139,534.408,25.5826,0
1231277,275.279,270.557,4.7169,4.553,534.622,25.5826,0
1231278,275.622,268.541,4.7115,4.5883,534.399,25.5906,0
1231279,275.322,270.586,4.7224,4.5565,534.24,25.5906,0
1231280,273.834,272.089,4.7458,4.5296,534.58,25.5968,0
1231281,276.47,270.405,4.6994,4.5519,534.496,25.6026,0
1231282,275.444,269.961,4.7158,4.5714,534.68,25.6026,0
1231283,273.4,269.261,4.7533,4.5847,534.747,25.6104,0
1231284,273.08,268.936,4.7675,4.5924,534.82,25.6199,0
1231285,271.182,268.619,4.7914,4.5985,534.908,25.6199,0
1231286,273.071,267.987,4.762,4.6088,535.088,25.6266,0
1231287,274.999,267.698,4.724,4.6113,535.288,25.6266,0
1231288,275.309,265.659,4.7152,4.641,535.226,25.6368,0
1231289,273.375,267.701,4.7567,4.6068,535.397,25.6436,0
1231290,272.745,270.081,4.766,4.5734,535.234,25.6436,0
1231291,272.143,271.862,4.7888,4.5336,535.449,25.6507,0
1231292,274.829,270.265,4.7411,4.5648,535.434,25.6618,0
1231293,275.323,269.724,4.7305,4.5781,535.906,25.6618,0
1231294,277.396,269.436,4.687,4.5881,535.985,25.6702,0
1231295,275.322,267.374,4.7289,4.6219,535.889,25.6702,0
1231296,273.371,269.41,4.771,4.5813,535.88,25.6889,0
1231297,273.062,271.411,4.7777,4.5443,535.898,25.7055,0
1231298,274.988,271.748,4.7318,4.5407,536.066,25.7055,0
1231299,275.308,272.053,4.7278,4.5302,535.861,25.7162,0
1231300,275.396,271.71,4.7249,4.5382,535.88,25.7162,0
1231301,273.574,270.506,4.7676,4.5668,535.935,25.7295,0
1231302,273.129,269.101,4.7789,4.5898,536.154,25.743,0
1231303,271.151,268.678,4.8108,4.6027,536.048,25.743,0
1231304,273.061,270.758,4.7752,4.5615,536.039,25.7611,0
1231305,275.031,271.147,4.7392,4.5572,536.234,25.7769,0
1231306,275.314,271.434,4.7301,4.548,535.993,25.7769,0
1231307,275.635,271.16,4.7248,4.5587,536.284,25.7887,0
1231308,275.917,269.114,4.7158,4.5915,536.335,25.7887,0
1231309,275.63,271.124,4.725,4.5572,536.166,25.8046,0
1231310,277.546,271.464,4.6791,4.5471,536.122,25.828,0
1231311,275.512,272.51,4.7176,4.5218,535.839,25.828,0
1231312,275.096,272.122,4.7267,4.5284,535.728,25.8479,0
1231313,274.731,269.743,4.7358,4.579,535.693,25.8645,0
1231314,274.101,269.414,4.7481,4.5857,535.865,25.8645,0
1231315,273.814,269.118,4.7536,4.5881,535.816,25.8832,0
1231316,273.51,268.478,4.7563,4.5993,536.003,25.8832,0
1231317,272.887,270.489,4.7757,4.5659,536.124,25.8977,0
1231318,274.834,272.487,4.728,4.5241,535.932,25.9138,0
1231319,276.843,270.503,4.6878,4.5665,535.828,25.9138,0
1231320,274.811,268.474,4.7352,4.6034,535.906,25.9317,0
1231321,273.608,268.013,4.7641,4.6194,535.87,25.9514,0
1231322,276.374,266.301,4.7024,4.6422,536.071,25.9514,0
1231323,274.837,267.83,4.7436,4.6218,536.312,25.9686,0
1231324,272.885,269.826,4.7772,4.5827,536.28,25.9686,0
1231325,274.822,271.869,4.7442,4.5447,536.6,25.9859,0
1231326,276.843,269.875,4.6984,4.5828,536.597,25.991,0
1231327,277.163,267.839,4.694,4.6191,536.164,25.991,0
1231328,275.126,269.89,4.7385,4.5829,536.293,26.0011,0
1231329,273.191,270.145,4.7794,4.5845,536.578,26.0011,0
1231330,271.299,272.108,4.8134,4.5435,536.573,26.01,0
1231331,272.659,269.549,4.7904,4.5916,536.756,26.022,0
1231332,271.123,267.908,4.8189,4.6232,536.825,26.022,0
1231333,270.705,267.455,4.8273,4.635,536.95,26.029,0
1231334,272.606,265.414,4.7894,4.6639,537.005,26.0323,0
1231335,274.525,267.528,4.7553,4.6339,537.244,26.0323,0
1231336,274.841,269.574,4.7477,4.6015,537.246,26.0362,0
1231337,276.846,267.532,4.7085,4.6304,536.974,26.0362,0
1231338,274.826,269.557,4.7518,4.5947,536.982,26.0382,0
1231339,272.917,271.534,4.7892,4.5544,536.995,26.0398,0
1231340,274.85,269.563,4.7561,4.6014,537.453,26.0398,0
1231341,276.353,268.019,4.7232,4.6272,537.522,26.0391,0
1231342,273.723,270.7,4.78,4.5793,537.599,26.0419,0
1231343,274.814,269.601,4.7563,4.6009,537.722,26.0419,0
1231344,276.861,267.524,4.7132,4.6364,537.867,26.0412,0
1231345,274.83,265.464,4.7608,4.6703,537.796,26.0412,0
1231346,272.882,267.491,4.8034,4.6404,537.941,26.044,0
1231347,272.595,269.529,4.8045,4.6021,537.801,26.0469,0
1231348,274.564,267.539,4.7738,4.6459,538.128,26.0469,0
1231349,276.556,269.575,4.7306,4.6128,537.99,26.0515,0
1231350,276.867,271.558,4.7212,4.5697,538.233,26.0534,0
1231351,278.531,269.17,4.6856,4.6186,538.468,26.0534,0
1231352,275.812,267.333,4.7448,4.6549,538.744,26.0596,0
1231353,273.072,265.263,4.8017,4.6889,538.906,26.0596,0
1231354,272.617,267.157,4.8158,4.6541,538.985,26.0659,0
1231355,274.542,269.267,4.7813,4.6198,539.195,26.0614,0
1231356,276.54,271.289,4.737,4.5832,539.406,26.0614,0
1231357,274.542,271.577,4.7817,4.5771,539.281,26.0582,0
1231358,274.247,273.529,4.7816,4.5322,539.351,26.0582,0
1231359,272.327,271.51,4.8295,4.5832,539.556,26.0542,0
1231360,274.236,269.538,4.7905,4.6228,539.695,26.0519,0
1231361,276.538,267.821,4.7403,4.655,539.836,26.0519,0
1231362,277.304,270.543,4.7335,4.6073,539.789,26.0486,0
1231363,274.469,269.813,4.7904,4.6183,539.96,26.0519,0
1231364,273.949,267.528,4.7988,4.666,540.005,26.0519,0
1231365,273.646,269.582,4.8118,4.6284,540.06,26.0536,0
1231366,275.588,271.58,4.7729,4.5854,540.215,26.0536,0
1231367,275.901,269.561,4.7641,4.629,540.151,26.0526,0
1231368,277.974,267.535,4.7218,4.668,540.059,26.0487,0
1231369,275.932,265.469,4.768,4.7016,540.227,26.0487,0
1231370,273.941,267.487,4.8105,4.6688,540.28,26.0462,0
1231371,273.449,269.753,4.8224,4.634,540.315,26.0509,0
1231372,271.596,270.682,4.8538,4.6159,540.46,26.0509,0
1231373,269.985,267.947,4.8867,4.6662,540.571,26.0537,0
1231374,271.396,267.155,4.8598,4.6842,540.688,26.0537,0
1231375,273.342,265.152,4.8293,4.7113,540.882,26.0581,0
1231376,275.283,267.225,4.7944,4.679,540.891,26.0553,0
1231377,275.608,269.26,4.7796,4.648,541.352,26.0553,0
1231378,275.926,271.266,4.7789,4.6157,541.405,26.0559,0
1231379,275.618,271.556,4.786,4.6017,541.405,26.062,0
1231380,275.295,273.522,4.7968,4.566,541.526,26.062,0
1231381,275.015,271.583,4.8045,4.6052,541.466,26.0612,0
1231382,274.277,271.168,4.8202,4.6158,541.299,26.0612,0
1231383,272.727,269.533,4.851,4.6433,541.559,26.0617,0
1231384,274.059,268.619,4.8222,4.6674,541.567,26.068,0
1231385,276.045,268.32,4.7828,4.6748,541.649,26.068,0
1231386,274.091,267.679,4.8314,4.6786,541.93,26.0711,0
1231387,272.162,267.306,4.8706,4.6896,542.037,26.0711,0
1231388,274.08,266.996,4.8252,4.6943,542.06,26.0749,0
1231389,276.065,264.954,4.7827,4.7259,542.118,26.0838,0
1231390,276.383,267.01,4.7836,4.6997,542.505,26.0838,0
1231391,276.7,269.059,4.7716,4.6703,542.426,26.0972,0
1231392,277.704,270.452,4.7461,4.6379,542.597,26.1124,0
1231393,277.694,267.739,4.7477,4.6829,542.541,26.1124,0
1231394,274.932,269.064,4.8091,4.6674,542.288,26.1209,0
1231395,273.056,271.068,4.8581,4.6279,542.354,26.1209,0
1231396,274.991,269.068,4.8138,4.6661,542.586,26.1328,0
1231397,277.002,266.999,4.7723,4.7036,542.435,26.1419,0
1231398,274.987,269.047,4.8078,4.6644,542.679,26.1419,0
1231399,273.051,271.035,4.8549,4.6291,542.796,26.1543,0
1231400,272.736,269.01,4.865,4.6693,542.561,26.1573,0
1231401,274.673,267.009,4.8177,4.7034,542.565,26.1573,0
1231402,275.51,269.627,4.8017,4.6592,542.64,26.1675,0
1231403,275.745,269.834,4.7863,4.6508,542.862,26.1675,0
1231404,273.012,266.969,4.8534,4.7077,543.052,26.1771,0
1231405,272.72,269.016,4.864,4.672,542.896,26.1814,0
1231406,272.459,271.037,4.8713,4.6292,543.006,26.1814,0
1231407,270.569,269.011,4.9057,4.6729,542.587,26.1938,0
1231408,270.285,266.977,4.911,4.7083,542.811,26.2074,0
1231409,269.964,269.003,4.9096,4.6767,542.931,26.2074,0
1231410,271.841,271.022,4.8777,4.6353,542.873,26.2202,0
1231411,273.74,273.011,4.8398,4.5908,542.77,26.2202,0
1231412,275.281,270.649,4.8049,4.6454,542.833,26.2245,0
1231413,273.596,267.915,4.843,4.6922,542.831,26.2318,0
1231414,273.215,266.719,4.856,4.7133,543.057,26.2318,0
1231415,271.231,266.306,4.8955,4.7223,542.873,26.2411,0
1231416,273.17,268.375,4.8583,4.6857,542.961,26.2411,0
1231417,275.114,270.451,4.8199,4.6481,542.831,26.2544,0
1231418,277.14,272.416,4.7742,4.6028,542.833,26.2693,0
1231419,275.112,270.458,4.8155,4.645,542.875,26.2693,0
1231420,273.167,270.119,4.854,4.6494,542.741,26.2859,0
1231421,272.847,269.781,4.859,4.655,542.745,26.2946,0
1231422,272.482,268.919,4.8735,4.6774,543.139,26.2946,0
1231423,272.903,266.944,4.8603,4.7132,543.445,26.3043,0
1231424,275.521,266.555,4.812,4.7194,543.507,26.3043,0
1231425,273.887,266.165,4.8424,4.7253,543.233,26.3214,0
1231426,271.96,268.151,4.8833,4.6983,543.471,26.3291,0
1231427,273.896,270.251,4.8463,4.6611,543.345,26.3291,0
1231428,275.873,268.233,4.8093,4.699,543.337,26.3331,0
1231429,273.901,267.894,4.8461,4.6981,543.396,26.3397,0
1231430,271.976,269.923,4.881,4.6633,543.403,26.3397,0
1231431,273.886,271.965,4.8456,4.6286,543.344,26.3464,0
1231432,275.755,272.299,4.8155,4.6162,543.463,26.3464,0
1231433,273.009,272.405,4.8739,4.6155,543.605,26.3544,0
1231434,273.491,270.7,4.859,4.6489,543.788,26.3651,0
1231435,275.891,272.269,4.8124,4.6232,544.221,26.3651,0
1231436,276.176,274.199,4.8081,4.5806,544.094,26.3758,0
1231437,274.193,272.227,4.8471,4.6243,544.221,26.3847,0
1231438,272.29,270.234,4.889,4.6697,544.265,26.3847,0
1231439,271.973,269.9,4.8947,4.6691,544.438,26.3864,0
1231440,273.903,271.953,4.859,4.6289,544.464,26.3864,0
1231441,275.861,272.276,4.8128,4.617,544.739,26.3937,0
1231442,276.17,272.587,4.8023,4.6183,544.638,26.4056,0
1231443,276.619,272.142,4.7974,4.6229,544.558,26.4056,0
1231444,275.343,271.743,4.8284,4.6362,545.132,26.4132,0
1231445,274.523,269.654,4.844,4.6782,545.148,26.4132,0
1231446,272.599,269.284,4.8844,4.6861,545.179,26.4256,0
1231447,272.27,267.201,4.8957,4.7237,545.072,26.4359,0
1231448,274.208,269.318,4.8568,4.6893,545.052,26.4359,0
1231449,276.2,271.353,4.8113,4.6496,545.02,26.45,0
1231450,276.496,269.34,4.8069,4.6857,545.251,26.4649,0
1231451,276.801,269.012,4.7991,4.6972,545.684,26.4649,0
1231452,277.135,268.694,4.7983,4.6994,545.472,26.4782,0
1231453,276.71,269.109,4.8082,4.6986,545.437,26.4782,0
1231454,276.302,271.769,4.8146,4.6399,545.767,26.4932,0
1231455,274.214,270.399,4.866,4.6712,545.855,26.5123,0
1231456,273.905,268.349,4.8724,4.7137,545.848,26.5123,0
1231457,273.639,268.05,4.8682,4.722,545.688,26.5324,0
1231458,273.303,267.712,4.8794,4.7272,545.948,26.5448,0
1231459,272.687,265.635,4.8944,4.7564,545.965,26.5448,0
1231460,272.382,267.688,4.9055,4.733,545.807,26.5653,0
1231461,272.096,269.742,4.9101,4.693,546.115,26.5653,0
1231462,270.177,270.051,4.9447,4.6818,546.259,26.5812,0
1231463,272.694,271.426,4.8969,4.6538,545.925,26.5979,0
1231464,274.226,268.787,4.8667,4.7131,546.196,26.5979,0
1231465,276.268,267.746,4.8251,4.729,546.368,26.6112,0
1231466,274.332,267.393,4.8675,4.7373,546.288,26.6171,0
1231467,272.417,266.712,4.9037,4.7488,546.364,26.6171,0
1231468,274.339,266.453,4.8633,4.7579,546.134,26.6354,0
1231469,272.401,266.087,4.908,4.7612,546.027,26.6354,0
1231470,270.463,268.122,4.943,4.7276,545.985,26.6489,0
1231471,272.371,270.179,4.9131,4.6863,546.262,26.6644,0
1231472,274.313,270.539,4.8714,4.6811,546.594,26.6644,0
1231473,274.263,270.916,4.8626,4.6749,546.691,26.6801,0
1231474,271.568,270.914,4.9261,4.6729,546.58,26.6801,0
1231475,272.536,270.515,4.9103,4.6873,547.008,26.6935,0
1231476,274.661,270.243,4.8624,4.6905,546.595,26.7072,0
1231477,272.711,269.544,4.908,4.7056,547.169,26.7072,0
1231478,272.409,269.248,4.9155,4.7098,547.139,26.7223,0
1231479,272.119,271.273,4.9208,4.6708,546.974,26.7325,0
1231480,271.779,273.194,4.9288,4.6297,546.735,26.7325,0
1231481,271.204,271.254,4.9335,4.6717,547.125,26.7476,0
1231482,273.114,269.242,4.9019,4.7129,547.133,26.7476,0
1231483,274.786,269.239,4.8599,4.7173,547.057,26.7648,0
1231484,272.113,271.089,4.9192,4.6795,547.029,26.7703,0
1231485,272.862,269.503,4.9009,4.7115,547.507,26.7703,0
1231486,275.055,267.219,4.8574,4.7527,547.651,26.7738,0
1231487,273.133,266.864,4.9065,4.7559,547.958,26.7764,0
1231488,271.189,266.532,4.9386,4.7647,547.802,26.7764,0
1231489,273.11,265.917,4.9112,4.7773,547.554,26.7782,0
1231490,275.048,265.62,4.8635,4.7745,547.804,26.7782,0
1231491,273.119,267.662,4.9079,4.7547,547.881,26.7767,0
1231492,271.211,269.684,4.9427,4.7154,548.102,26.7742,0
1231493,273.304,271.506,4.9037,4.6816,548.081,26.7742,0
1231494,275.221,268.726,4.8661,4.7364,548.119,26.7788,0
1231495,275.66,267.418,4.8524,4.7618,548.2,26.7822,0
1231496,276.012,269.392,4.8496,4.7269,548.306,26.7822,0
1231497,275.674,271.398,4.8587,4.6831,548.37,26.7895,0
1231498,273.719,271.71,4.8992,4.6757,548.336,26.7895,0
1231499,273.423,272.018,4.9069,4.6684,548.271,26.7812,0
1231500,273.104,271.7,4.9115,4.6756,548.423,26.7735,0
1231501,271.21,271.373,4.9478,4.6839,548.652,26.7735,0
1231502,273.136,269.389,4.9196,4.7213,548.571,26.7722,0
1231503,273.519,269.059,4.9092,4.7281,548.682,26.7722,0
1231504,274.57,268.465,4.8865,4.7429,548.803,26.7709,0
1231505,271.998,267.846,4.9386,4.7601,548.759,26.7696,0
1231506,271.214,267.416,4.9564,4.7694,548.903,26.7696,0
1231507,273.112,269.492,4.9225,4.7272,548.989,26.7661,0
1231508,275.067,269.871,4.8855,4.7155,548.908,26.7679,0
1231509,273.121,270.169,4.9222,4.7144,548.956,26.7679,0
1231510,271.201,272.115,4.9562,4.6734,549.149,26.7615,0
1231511,273.123,272.43,4.9276,4.6666,549.268,26.7615,0
1231512,275.076,272.752,4.885,4.6552,549.435,26.7556,0
1231513,275.386,273.041,4.8755,4.6523,549.498,26.7518,0
1231514,273.351,274.379,4.9253,4.6239,549.947,26.7518,0
1231515,271.765,271.607,4.9534,4.6846,550.006,26.746,0
1231516,273.145,269.042,4.9329,4.7421,549.639,26.7365,0
1231517,275.07,271.116,4.8942,4.6953,549.704,26.7365,0
1231518,275.354,269.087,4.879,4.7391,549.422,26.7327,0
1231519,275.678,268.773,4.8706,4.7485,549.692,26.7327,0
1231520,276.008,268.459,4.8649,4.7487,549.87,26.7205,0
1231521,278.067,267.831,4.8089,4.7693,550.009,26.7139,0
1231522,276.016,267.478,4.8647,4.7779,550.175,26.7139,0
1231523,275.7,265.419,4.8775,4.809,550.212,26.7021,0
1231524,274.259,268.007,4.9169,4.7711,550.372,26.6953,0
1231525,277.053,269.752,4.8496,4.7318,550.642,26.6953,0
1231526,275.72,271.817,4.8789,4.6918,550.465,26.6837,0
1231527,273.732,272.146,4.9264,4.682,550.283,26.6837,0
1231528,273.412,272.446,4.9334,4.68,550.16,26.6804,0
1231529,273.108,272.121,4.9452,4.682,550.453,26.6732,0
1231530,275.067,274.099,4.8996,4.6406,550.56,26.6732,0
1231531,275.383,272.15,4.8955,4.6839,550.989,26.6675,0
1231532,277.447,270.176,4.8465,4.7292,550.984,26.6675,0
1231533,277.752,268.13,4.8412,4.7683,551.075,26.6614,0
1231534,278.01,267.753,4.8432,4.7807,551.257,26.6525,0
1231535,279.044,267.15,4.815,4.7949,551.258,26.6525,0
1231536,277.873,266.565,4.8427,4.8014,551.332,26.6371,0
1231537,275.67,266.205,4.8971,4.8073,551.2,26.6195,0
1231538,273.719,265.565,4.9375,4.8187,551.201,26.6195,0
1231539,273.436,267.603,4.9457,4.7847,551.732,26.6027,0
1231540,273.126,269.628,4.9567,4.7496,551.763,26.6027,0
1231541,271.223,267.547,4.996,4.7865,551.748,26.5851,0
1231542,273.161,267.276,4.9574,4.7945,551.747,26.571,0
1231543,273.469,266.939,4.9497,4.8,551.769,26.571,0
1231544,275.451,266.669,4.9047,4.8007,551.436,26.5585,0
1231545,276.863,269.544,4.8724,4.7488,551.578,26.5444,0
1231546,275.947,270.73,4.891,4.7267,551.496,26.5444,0
1231547,273.754,271.072,4.9406,4.7179,551.669,26.5234,0
1231548,273.444,273.021,4.9457,4.6729,551.588,26.5234,0
1231549,273.146,271.052,4.9567,4.7237,551.503,26.5191,0
1231550,271.221,268.969,4.9961,4.7609,551.722,26.5136,0
1231551,273.171,268.699,4.9636,4.766,552.328,26.5136,0
1231552,275.096,268.382,4.9228,4.7722,552.541,26.514,0
1231553,273.154,270.402,4.968,4.7363,552.437,26.5046,0
1231554,271.182,270.908,5.0074,4.7233,552.669,26.5046,0
1231555,270.752,271.654,5.0164,4.7099,552.704,26.4953,0
1231556,272.211,269.006,4.9892,4.7639,552.559,26.4953,0
1231557,274.463,270.765,4.9361,4.7266,552.535,26.4854,0
1231558,272.512,272.639,4.9768,4.6881,552.545,26.4819,0
1231559,270.613,270.666,5.0062,4.7326,552.785,26.4819,0
1231560,272.524,268.633,4.9799,4.7761,553.395,26.4786,0
1231561,274.452,266.623,4.9434,4.8095,553.466,26.4786,0
1231562,272.527,268.629,4.9868,4.7753,553.19,26.4763,0
1231563,270.64,268.978,5.02,4.7736,553.099,26.4673,0
1231564,272.663,267.074,4.9801,4.8076,553.036,26.4673,0
1231565,275.239,269.148,4.9177,4.7635,553.152,26.4677,0
1231566,274.876,269.616,4.9291,4.7566,553.09,26.4652,0
1231567,274.166,269.371,4.9486,4.7593,553.112,26.4652,0
1231568,273.867,267.326,4.9513,4.7996,552.923,26.4672,0
1231569,273.261,266.96,4.9669,4.8055,553.1,26.4672,0
1231570,275.214,266.672,4.9231,4.814,553.014,26.4679,0
1231571,277.237,266.006,4.8844,4.8213,553.318,26.4797,0
1231572,275.196,265.679,4.9281,4.8296,553.368,26.4797,0
1231573,273.259,267.722,4.9669,4.7951,553.291,26.4825,0
1231574,271.329,269.734,5.0117,4.7582,553.582,26.4862,0
1231575,273.91,270.208,4.9564,4.7536,553.862,26.4862,0
1231576,276.669,268.904,4.8923,4.781,553.779,26.4955,0
1231577,275.186,268.08,4.939,4.7971,554.127,26.4955,0
1231578,273.252,267.736,4.9747,4.8027,554.32,26.5049,0
1231579,272.943,265.645,4.9867,4.8434,554.419,26.5234,0
1231580,274.906,267.76,4.943,4.8109,554.406,26.5234,0
1231581,275.211,269.794,4.9385,4.7689,554.252,26.536,0
1231582,275.497,270.09,4.9317,4.7603,554.287,26.536,0
1231583,275.201,272.079,4.9401,4.7185,554.368,26.5416,0
1231584,274.881,270.118,4.9423,4.762,554.411,26.5491,0
1231585,274.396,269.721,4.9555,4.7719,554.778,26.5491,0
1231586,273.784,269.284,4.9629,4.7815,554.764,26.5504,0
1231587,271.719,268.449,5.0056,4.7941,554.825,26.5644,0
1231588,273.697,270.562,4.9695,4.7568,554.852,26.5644,0
1231589,275.65,270.866,4.9293,4.7513,554.904,26.5664,0
1231590,275.964,271.151,4.9235,4.7424,555.042,26.5664,0
1231591,276.278,273.129,4.9126,4.6961,555.14,26.5739,0
1231592,274.286,271.14,4.9619,4.7419,555.226,26.5829,0
1231593,272.318,269.073,4.9968,4.783,555.112,26.5829,0
1231594,274.277,268.841,4.965,4.7916,555.08,26.5953,0
1231595,276.352,267.323,4.9201,4.82,555.201,26.6048,0
1231596,275.318,269.062,4.941,4.7861,555.202,26.6048,0
1231597,272.718,269.429,4.9994,4.7786,555.177,26.6052,0
1231598,270.72,269.073,5.0305,4.7877,555.08,26.6052,0
1231599,272.64,268.767,5.0003,4.7913,555.129,26.6079,0
1231600,274.596,268.513,4.9562,4.796,555.076,26.6169,0
1231601,272.684,270.509,4.9962,4.7566,555.276,26.6169,0
1231602,274.622,272.559,4.9563,4.7149,555.229,26.6138,0
1231603,274.886,270.574,4.9544,4.7598,555.372,26.6103,0
1231604,275.186,268.523,4.9464,4.8049,555.488,26.6103,0
1231605,276.833,266.879,4.9138,4.8346,555.695,26.6135,0
1231606,274.185,269.575,4.9677,4.7775,555.933,26.6135,0
1231607,275.033,268.697,4.9551,4.7985,555.713,26.618,0
1231608,277.272,268.223,4.9034,4.8079,555.822,26.6184,0
1231609,275.214,267.874,4.9541,4.8173,555.806,26.6184,0
1231610,273.289,269.908,4.9969,4.7751,555.851,26.6211,0
1231611,272.984,270.234,4.9991,4.7663,555.717,26.6211,0
1231612,271.059,272.174,5.0394,4.7253,555.791,26.6247,0
1231613,272.966,270.22,4.9965,4.7653,556.013,26.6318,0
1231614,274.911,269.957,4.9553,4.7709,555.92,26.6318,0
1231615,273.241,269.305,4.9832,4.7865,555.968,26.641,0
1231616,275.841,267.43,4.9355,4.8299,555.919,26.6391,0
1231617,275.19,265.497,4.9527,4.859,556.185,26.6391,0
1231618,272.95,267.179,5.0007,4.8333,556.293,26.6507,0
1231619,271.046,269.216,5.0343,4.7959,556.304,26.6507,0
1231620,272.943,271.238,5.0028,4.7466,556.492,26.6532,0
1231621,271.043,269.217,5.0404,4.7987,556.632,26.6634,0
1231622,269.175,267.173,5.0765,4.8351,556.691,26.6634,0
1231623,271.014,266.868,5.0456,4.8343,556.426,26.6684,0
1231624,272.955,268.961,5.0046,4.7978,556.318,26.6704,0
1231625,270.873,270.989,5.0566,4.7571,556.416,26.6704,0
1231626,269.953,272.071,5.0627,4.731,556.388,26.6749,0
1231627,272.625,271.633,5.0222,4.7441,556.301,26.6749,0
1231628,271.051,269.233,5.0472,4.7925,556.292,26.6753,0
1231629,272.973,268.925,5.0096,4.8014,556.388,26.6814,0
1231630,274.897,268.624,4.9688,4.8084,556.704,26.6814,0
1231631,276.933,270.681,4.9201,4.768,556.765,26.6897,0
1231632,274.896,271.012,4.9678,4.7632,556.897,26.6953,0
1231633,272.945,268.963,5.0086,4.8049,557.002,26.6953,0
1231634,272.649,266.895,5.018,4.843,557.143,26.6993,0
1231635,270.801,268.99,5.0589,4.8031,556.918,26.6993,0
1231636,271.944,271.055,5.031,4.7567,557.027,26.706,0
1231637,272.23,271.49,5.033,4.7528,557.051,26.7082,0
1231638,274.583,273.551,4.9788,4.7009,557.13,26.7082,0
1231639,274.887,271.588,4.97,4.7477,557.612,26.7084,0
1231640,276.945,269.613,4.9318,4.7955,557.558,26.7084,0
1231641,274.909,267.574,4.9752,4.8363,557.47,26.7074,0
1231642,272.946,267.207,5.0228,4.8427,557.557,26.7064,0
1231643,274.897,266.944,4.9752,4.8478,557.656,26.7064,0
1231644,276.929,266.318,4.9258,4.8598,557.572,26.7018,0
1231645,274.878,268.362,4.9729,4.8285,557.841,26.703,0
1231646,272.86,270.966,5.0201,4.7749,558.104,26.703,0
1231647,271.411,270.996,5.0482,4.7741,558.152,26.7017,0
1231648,272.676,268.253,5.0298,4.8288,558.185,26.7017,0
1231649,274.615,268.017,4.9879,4.8295,558.028,26.6985,0
1231650,274.922,270.068,4.9836,4.7948,558.318,26.6931,0
1231651,275.185,272.029,4.9761,4.7483,558.453,26.6931,0
1231652,274.884,270.077,4.9815,4.7894,558.38,26.6914,0
1231653,274.591,268.051,4.9899,4.8329,558.313,26.6938,0
1231654,274.31,267.754,4.9926,4.8411,558.302,26.6938,0
1231655,272.379,267.346,5.0346,4.8529,558.708,26.6894,0
1231656,270.982,266.82,5.068,4.8657,558.95,26.6894,0
1231657,273.554,266.218,5.0173,4.8747,558.922,26.6913,0
1231658,276.307,265.798,4.9542,4.8879,559.041,26.6871,0
1231659,274.342,263.724,5.007,4.9108,559.248,26.6871,0
1231660,272.395,265.75,5.0498,4.8897,559.329,26.6834,0
1231661,274.299,267.848,5.004,4.8527,559.372,26.677,0
